FDID,Fire dept name,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County
26051,Normalville Area Volunteer Fire Department,PO Box R,,PO Box R,Normalville,PA,15469-0177,724-455-6510,724-455-3709,FAYETTE
49002,Norman Fire Department,227 W Main,,PO Box 300,Norman,AR,71960,870-334-2600,,MONTGOMERY
14005,Norman Fire Department,415 E Main ST,,,Norman,OK,73071-5820,405-292-9780,405-217-1058,CLEVELAND
9520,Normandy Fire Protection District,7302  Pasadena  BLVD,,,Saint Louis,MO,63121,314-382-1501,314-382-7202,SAINT LOUIS
PR305,Normangee Volunteer Fire Department,PO Box 191,,PO Box 191,Normangee,TX,77871,936-396-4017,,LEON
69144,Normanna Volunteer Fire Department,6472 French River RD,6166 Lakewood RD,,Duluth,MN,55804,218-525-1848,,SAINT LOUIS
AT202,Normanna Volunteer Fire Department,PO Box 196,,PO Box 196,Normanna,TX,78142-0196,210-544-4861,,BEE
5052,"Noroton Fire Department, Inc.",1873  Post  RD,,PO Box ,Darien,CT,6820,203-655-0653,203-655-3730,FAIRFIELD
5051,"Noroton Heights Fire Department, Inc.",209 Noroton AVE,,,Darien,CT,6820,203-655-1033,203-662-0682,FAIRFIELD
70005,Norphlet Fire Department,PO Box 23,,PO Box 23,Norphlet,AR,71759-0023,870-546-2525,870-546-2534,UNION
M3680,Norridgewock Fire Department,PO Box 7,,PO Box 7,Norridgewock,ME,04957-0007,207-634-2208,207-634-2996,SOMERSET
WE164,Norris City Fire Protection District,PO Box 15,,PO Box 15,Norris City,IL,62869-0015,618-378-3100,618-378-3100,WHITE
1133,Norris Department of Public Safety,9 West CIR,PO Box 1090,,Norris,TN,37828,865-494-0880,865-494-6125,ANDERSON
39206,Norris Fire Department,PO Box 320,,PO Box 320,Norris,SC,29667-0320,864-639-2033,864-639-2033,PICKENS
46952,Norristown Fire Department,235 E Airy ST,,,Norristown,PA,19401-5003,610-292-8281,610-292-8090,MONTGOMERY
12010,Norrisville Volunteer Fire Company,2134 Harkins RD,,,Pylesville,MD,21132,410-638-3644,,HARFORD
46148,Norriton Fire Engine Company,2830 Swede RD,,,East Norriton,PA,19401-1715,610-279-3456,484-676-5025,MONTGOMERY
WK402,Nortex Volunteer Fire Department,RT 1 Box 1916,,,Mount Pleasant,TX,75455-9789,903-572-0785,,TITUS
5508,"North 321 Volunteer Fire Department, Inc.",3769 Maiden HWY,,,Lincolnton,NC,28092,704-735-5797,704-732-4529,LINCOLN
59007,North 48 Sunrise Volunteer Fire Department,5512 W Rule Dr,,,Terlton,OK,74081,918-865-2175,918-865-7817,PAWNEE
1236,North Ada County Fire & Rescue District,5800 N Glenwood ST,,,Garden City,ID,83714-1342,208-375-0906,208-375-0966,ADA
3009,North Adams Fire / Rescue,PO Box 291,,PO Box 291,North Adams,MI,49262-0291,517-287-4700,517-287-4711,HILLSDALE
3209,North Adams Fire Department,40 American Legion DR,,,North Adams,MA,1247,413-664-4922,413-662-3008,BERKSHIRE
15063,North Amherst Fire Company,2200 Tonawanda Creek RD,,,Amherst,NY,14228,716-691-7131,,ERIE
52074,North Amityville Fire Company,601 N Broadway,,,Amityville,NY,11701-2116,631-789-2983,631-789-4180,SUFFOLK
9210,North Andover Fire Department,795 Chickering RD,,,North Andover,MA,01845-1902,978-688-9590,978-688-9594,ESSEX
3170,North Apollo Fire Department,PO Box 787,,PO Box 787,North Apollo,PA,15673-0787,724-478-4260,724-478-2199,ARMSTRONG
2390,North Arlington Volunteer Fire Department,3 Legion PL,,PO Box 7118,North Arlington,NJ,07031-7118,201-955-5690,201-991-0933,BERGEN
2316,North Augusta Public Safety,PO Box 6400,,PO Box 6400,North Augusta,SC,29861-6400,803-279-2121,803-441-4257,AIKEN
KA293,North Aurora Fire Protection District,PO Box 193,,PO Box 193,North Aurora,IL,60542-0193,630-897-9698,630-897-3050,KANE
52075,North Babylon Volunteer Fire Company,20 Hale RD,,,North Babylon,NY,11703-4506,631-669-0419,631-669-3704,SUFFOLK
15064,"North Bailey Fire Company, Inc.",966 Sweet Home RD,,,Amherst,NY,14226-1240,716-836-9571,716-836-9599,ERIE
5323,North Bannock Fire District,444 E Chubbuck RD,,,Chubbuck,ID,83202-1816,208-252-5048,,BANNOCK
49106,North Bay Fire,4500 Hessel RD,,,Sebastopol,CA,95472-6267,707-823-1084,707-829-1175,SONOMA
43102,North Bay Fire Control District,1024 White Point RD,,,Niceville,FL,32578-4218,850-897-3689,850-897-6051,OKALOOSA
33024,North Bay Volunteer Fire Department,PO Box 246,,PO Box 246,North Bay,NY,13123-0246,315-245-2218,315-245-2712,NEW YORK
4001,North Beach Volunteer Fire Department (Calvert County #1),PO Box 86,,PO Box 86,Chesapeake Beach,MD,20732-0086,410-257-6564,301-855-2271,CALVERT
37007,North Beaver Township Volunteer Fire Department,969 Mount Jackson RD,,,New Castle,PA,16102-2419,724-667-8490,724-667-1004,LAWRENCE
65080,North Belle Vernon Volunteer Fire Department,535 Graham ST,,,Belle Vernon,PA,15012-1429,724-929-6111,724-929-2332,WESTMORELAND
30044,"North Bellmore Fire Department, Technical Rescue Team",1500 Newbridge RD,,,North Bellmore,NY,11710,516-409-7403,516-781-9004,NASSAU
21341,"North Bench Volunteer Fire District, Inc.",PO Box 1234,,PO Box 1234,Bonners Ferry,ID,83805-1234,208-267-8674,208-267-8674,BOUNDARY
262,North Bend Fire & Rescue,1880 McPherson ST,,,North Bend,OR,97459-3410,541-756-7757,541-756-1031,COOS
5006,North Bend Volunteer Fire Department,PO Box 8,,PO Box 8,North Bend,NE,68649-0008,402-652-8161,402-652-8161,DODGE
2443,North Bennington Fire Department,PO Box 417,,PO Box 417,North Bennington,VT,05257-0417,802-447-1305,802-447-1305,BENNINGTON
5003,North Benton Volunteer Fire Department,3491 HWY 7,,PO Box 516,Lamar,MS,38642-0516,662-224-3253,,MARSHALL
1108,North Berrien Fire Rescue Department,PO Box 654,,PO Box 654,Coloma,MI,49038-0654,269-849-1889,269-849-0762,BERRIEN
R3690,North Berwick Fire Department,PO Box 230,,PO Box 230,North Berwick,ME,03906-0230,207-676-2611,207-676-3209,YORK
1024,North Bethlehem Fire Department,589 Russell RD,,,Albany,NY,12203-5819,518-489-6556,518-438-0763,ALBANY
7045,North Bienville Parish Fire Protection District,PO Box 731,,PO Box 731,Arcadia,LA,71001-0731,318-263-9999,318-263-9998,BIENVILLE
30M01,North Bonneville Volunteer Fire Department,PO Box 7,,PO Box 7,North Bonneville,WA,98639,509-427-5235,,SKAMANIA
BB133,North Boone Fire District #3,PO Box 114,,PO Box 114,Poplar Grove,IL,61065-0114,815-765-3366,815-765-9196,BOONE
15065,North Boston Fire Company,7223 Boston State RD,,PO Box 124,North Boston,NY,14110-0124,716-649-0974,716-649-4365,ERIE
2206,North Braddock Volunteer Fire Department 1,PO Box 188,,PO Box 188,North Braddock,PA,15104-0188,412-824-7791,412-824-1967,ALLEGHENY
13106,North Branch Fire Department,PO Box 245,,PO Box 245,North Branch,MN,55056,651-674-7908,651-674-2377,CHISAGO
4413,North Branch Township Fire Department,6771 Elm ST,,,North Branch,MI,48461-0186,810-688-4665,810-688-2206,LAPEER
18051,North Branch Volunteer Fire Company,1169 Route 28,,,Branchburg,NJ,08876-3340,908-725-2305,908-595-9189,SOMERSET
,North Branch Volunteer Fire Department,PO Box 28,,PO Box 28,North Branch,NY,12766-0028,845-482-5134,845-482-5134,SULLIVAN
6170,North Branford Fire Department,909 Foxon Road,,,North Branford,CT,6471,203-484-6016,203-484-6025,NEW HAVEN
5507,"North Brook Volunteer Fire Department, Inc.",996 HWY 274,,,Cherryville,NC,28021-9787,704-276-2774,704-276-0266,LINCOLN
27212,North Brookfield Fire Department,56 School ST,,,North Brookfield,MA,01535-1927,508-867-0210,,WORCESTER
27019,North Brookfield Volunteer Fire Department,9107 Main ST,,,North Brookfield,NY,13418-2005,315-861-2931,,MADISON
12015,North Brunswick Volunteer Fire Department,PO Box 7004,,PO Box 7004,North Brunswick,NJ,08902-2830,732-246-4459,732-846-1443,MIDDLESEX
7150,North Caldwell Fire Department,136 Gould AVE,,,North Caldwell,NJ,7006,973-226-0800,,ESSEX
CA133,North Calhoun Fire Protection District,PO Box 354,,PO Box 354,Kampsville,IL,62053-0354,618-653-4521,,CALHOUN
1408,North Callaway Fire Protection District,PO Box 62,,PO Box 62,Kingdom City,MO,65262,573-642-9339,573-642-2899,CALLAWAY
76037,North Canton Fire Department,145 N Main ST,,,North Canton,OH,44720-2501,330-499-3404,330-966-3623,STARK
4409,North Canton United Fire Department,PO Box 1685 North Canton RD,,PO Box 1685 North Canton RD,Canton,NC,28716-3180,828-235-9048,828-648-8989,HAYWOOD
1605,North Cape County Fire District,PO Box 30,,PO Box 30,Oak Ridge,MO,63769,000-000-0000,,CAPE GIRARDEAU
60037,North Castle South Fire District 1 (North White Plains Fire Department),621 North Broadway,,,White Plains,NY,10603-2408,914-949-3575,914-288-9815,WESTCHESTER
39018,North Catasauqua Fire Department,1066 Fourth ST,PO Box 23,,North Catasauqua,PA,18032,610-266-1969,610-264-0158,LEHIGH
1409,North Catawba Fire- Rescue Department,2064 Connelly Springs RD,,,Lenoir,NC,28645-7830,828-728-9041,828-728-6133,CALDWELL
13042,North Centerville Volunteer Fire Company (part of Hazlet Fire Company #1),372 Middle RD,PO Box 207,,Hazlet,NJ,7730,732-264-9404,732-264-0408,MONMOUTH
115,North Central Alamance Volunteer Fire Department,595 Altamahaw Union Ridge RD,,,Burlington,NC,27217-9506,336-421-9576,336-421-9575,ALAMANCE
1702,North Central Carroll Fire Protection District,408 W 3rd St,,,Carrollton,MO,64633-1322,660-731-5722,,CARROLL
3915,North Central Fire Protection District,40144 Ridge RD,,,Deer Trail,CO,80105-7922,303-621-2901,303-621-2901,ELBERT
10040,North Central Fire Protection District,15850 W Kearney BLVD,,,Kerman,CA,93630-9335,559-878-4530,559-846-3788,FRESNO
62005,North Central Scott County Volunteer Fire Department,PO Box 155,,PO Box 155,Harperville,MS,39080,601-625-8653,,SCOTT
82008,North Central Volunteer Fire Department,5891 Highway 433 North,,,Benton,MS,39039,662-673-9653,,YAZOO
FR308,North Centropolis Fire Department,708 W 7TH ST,,,Ottawa,KS,66067-2618,555-555-5555,,FRANKLIN
10308,North Charleston Fire Department,PO Box 190016,,PO Box 190016,North Charleston,SC,29419-9016,843-740-2616,843-745-1002,CHARLESTON
11006,North Chatham Fire Department,PO Box 132,,PO Box 132,North Chatham,NY,12132-0132,518-766-3344,518-766-3344,COLUMBIA
1905,North Chatham Volunteer Fire Department,45 Morris RD,,,Pittsboro,NC,27312,919-542-3380,919-542-6613,CHATHAM
CB501,North Cherokee County Volunteer Fire Department,PO Box 8526,,PO Box 8526,Jacksonville,TX,75766-8526,903-721-3316,,CHEROKEE
12208,North Chester Volunteer Fire Department,821 Elm RD,,,Chester,SC,29706-6352,803-385-6621,803-385-6621,CHESTER
LA312,North Chicago Fire Department,1850 Lewis AVE,,,North Chicago,IL,60064-2050,847-596-8780,847-596-8699,LAKE
27020,North Chittenango Volunteer Fire Company,PO Box 180,,PO Box 180,Chittenango,NY,13037,315-687-6529,315-687-7841,MADISON
13131,North Claiborne County Volunteer Fire Department,PO Box 858,,PO Box 858,Harrogate,TN,37752-0858,423-869-9243,423-869-0025,CLAIBORNE
CG154,North Clay Fire Protection District,960 Chestnut Street,,,Louisville,IL,62858,618-665-4030,,CLAY
67012,North Codorus Township Fire Company,4012 Salem RD,,,Spring Grove,PA,17362-7899,717-225-6026,717-225-0187,YORK
16811,North Coffee Volunteer Fire Department,35 Old Murfreesboro RD,,,Manchester,TN,37355,931-728-4674,,COFFEE
31083,North College Hill Fire Department,1646 W Galbraith RD,,,Cincinnati,OH,45239-4810,513-521-3950,513-521-3974,HAMILTON
64038,North Collier Fire Control and Rescue District,1885 Veterans Park DR,,,Naples,FL,34109-0492,239-597-3222,239-597-7082,COLLIER
15066,"North Collins Volunteer Fire Company, Inc.",PO Box 448,,PO Box 448,North Collins,NY,14111-0448,716-337-3294,716-337-3294,ERIE
3605,North Columbia Fire & Rescue,PO Box 490,,PO Box 490,Appling,GA,30802-0490,706-541-0900,,COLUMBIA
11455,North Conway Fire Department,70 Norcross CIR,,PO Box 218,North Conway,NH,03860-0218,603-356-5327,603-356-2424,CARROLL
51043,"North Corning Volunteer Fire Department, Inc.",3344 Baker ST,,,Corning,NY,14830,607-962-3778,,STEUBEN
41120,North County Fire Authority,10 Wembley DR,,,Daly City,CA,94015-4314,650-991-8138,650-991-8090,SAN MATEO
903,North County Fire Protection District,PO Box 214,,PO Box 214,Marble Hill,MO,63764-0214,573-238-0045,,BOLLINGER
37075,North County Fire Protection District,330 S Main AVE,,,Fallbrook,CA,92028-2938,760-723-2005,760-723-2072,SAN DIEGO
27025,North County Fire Protection District of Monterey County,11200 Speegle ST,,,Castroville,CA,95012-2546,831-633-2578,831-633-2572,MONTEREY
31D30,North County Regional Fire Authority,8117 267TH ST NW,,,Stanwood,WA,98292-4614,360-629-2184,360-652-3166,SNOHOMISH
3041,"North Coventry Volunteer Fire Department, Inc.",PO Box 337,,PO Box 337,Coventry,CT,06238-0337,860-742-1606,860-742-3514,TOLLAND
57013,"North Creek Volunteer Fire Company, Inc.",134 Main ST,,PO Box 112,North Creek,NY,12853-0112,518-251-2324,518-251-2370,WARREN
37334,North Custer Rural Fire Department,PO Box 916,,PO Box 916,Challis,ID,83226-0916,208-879-2400,208-879-6708,CUSTER
4108,North Dade Volunteer Fire Department,PO Box 183,,PO Box 183,Wildwood,GA,30757-0183,706-820-0825,706-820-0825,DADE
11003,North Davis Fire District,381 N 3150 W,,,West Point,UT,84015-8683,801-525-2850,801-525-6935,DAVIS
542,North Douglas County Fire and EMS,PO Box 277,,PO Box 277,Drain,OR,97435,541-836-2282,541-836-2292,DOUGLAS
7004,"North East Fire Company, Inc.",PO Box 770,,PO Box 770,North East,MD,21901-0770,410-287-8222,410-287-6913,CECIL
GS414,North East Fort Bend County Volunteer Fire Department,14007 Old Richmond RD,,,Sugar Land,TX,77498-1503,281-242-8283,281-242-6597,FORT BEND
56045,North East Union Fire District,PO Box 315,,PO Box 315,Marion,LA,71260-0315,318-292-4557,,UNION
3109,North East Volunteer Fire Department,4486 S NC 41 HWY,,,Wallace,NC,28466-6070,910-285-6086,910-285-8705,DUPLIN
110,North Eastern Alamance Volunteer Fire Department,3917 Highway 49 North,,PO Box ,Burlington ,NC,27217,336-578-3136,336-578-6967,ALAMANCE
93181,North End Volunteer Fire Department,180 Serenity DR,,,Sparta,TN,38583,931-761-3657,931-761-3657,WHITE
48007,North English Fire District,451,,,North English,IA,52316-0451,319-664-3811,319-664-3400,IOWA
15067,North Evans Volunteer Fire Company,6980 Versailles RD,,,North Evans,NY,14112-0092,716-627-3410,716-627-2146,ERIE
2209,North Fayette Township Volunteer Fire Department,7678 Steubenville PIKE,,,Oakdale,PA,15071-9300,412-787-2883,412-787-3137,ALLEGHENY
38211,North Fire Department,9305 North RD,PO Box 399,PO Box ,North,SC,29112,803-247-2101,803-247-3045,ORANGEBURG
20120,North Fond De Lac Fire and EMS Department,16 Garfield ST,,,North Fond Du Lac,WI,54937-1387,920-929-3765,,FOND DU LAC
49020,North Fork Fire Department,RR 3 Box B-1,,,Provo,UT,84604-8902,801-225-7263,,UTAH
59333,North Fork Fire Protection District 1,PO Box 1,,PO Box 1,North Fork,ID,83466-0011,208-865-2321,208-865-2321,LEMHI
5978,North Fork Volunteer Fire Department,PO Box 183,,PO Box 183,Buffalo Creek,CO,80425-0183,303-838-2270,303-838-0412,JEFFERSON
18007,North Forrest Volunteer Fire Department,PO Box 1174,,PO Box 1174,Hattiesburg,MS,39403-1174,601-544-6163,,FORREST
18062,North Fort Myers Fire Control and Rescue Service District,PO Box 3507,,PO Box 3507,North Fort Myers,FL,33918-3507,239-997-8654,239-995-3757,LEE
26181,North Franklin County Volunteer Fire Department,PO Box 1362,,PO Box 1362,Tullahoma,TN,37388-1362,931-455-2130,,FRANKLIN
63043,North Franklin Township Volunteer Fire Company,565 Sylvan DR,,,Washington,PA,15301-5852,724-222-4664,724-222-1465,WASHINGTON
GT302,North Franklin Volunteer Fire Department,PO Box 1162,,PO Box 1162,Mt Vernon,TX,75457-1162,903-632-0197,,FRANKLIN
56090,North Freedom Volunteer Fire Department,PO Box 211,,PO Box 211,North Freedom,WI,53951-0211,608-522-4570,608-522-4582,SAUK
43336,"North Fremont Fire District, Inc.",PO Box 846,,PO Box 846,Ashton,ID,83420-0846,208-652-7711,208-652-7711,FREMONT
330,North Garden Volunteer Fire Company (Albemarle County Fire & Rescue),4922 Plank RD,Route 692 and Route 29 South,,North Garden,VA,22959-1613,434-971-1583,,ALBEMARLE
15029,North Georgetown Volunteer Fire Department,PO Box 22,,PO Box 22,North Georgetown,OH,44665-0022,330-525-5200,,COLUMBIANA
458,North Gilliam County Fire Rural Protection District,1500 Railroad AVE,,PO Box 476,Arlington,OR,97812-0476,541-454-2900,541-454-0199,GILLIAM
58018,"North Granville Hose Company, Inc.",10304 ST RT 22,,PO Box 8,North Granville,NY,12854-0008,518-642-3820,518-642-3820,WASHINGTON
42886,North Graves Volunteer Fire Department,7877 Hopewell RD,,,Boaz,KY,42027,270-658-3542,270-658-3497,GRAVES
28028,North Greece Fire District 2,1766 Latta RD,,,Rochester,NY,14612-3820,585-865-2887,585-865-7385,MONROE
23217,North Greenville Fire Department,PO Box 1001,,PO Box 1001,Travelers Rest,SC,29690-1001,864-834-9332,864-834-4738,GREENVILLE
2008,North Haines Volunteer Fire Department,PO Box 72,,PO Box 72,Rapid City,SD,57709-0072,605-348-4001,605-791-1687,PENNINGTON
16060,North Haledon Volunteer Fire Department,103 Overlook AVE,,,North Haledon,NJ,07508-2572,973-427-9799,,PASSAIC
8306,North Halifax Volunteer Fire Department,4201 Leda Grove RD,,,Nathalie,VA,24577-3513,434-349-3500,,HALIFAX
32131,North Hamblen County Volunteer Fire Department,787 Noes Chapel RD,,,Morristown,TN,37814-2128,423-586-9435,,HAMBLEN
72630,North Hampton Fire & Rescue,235 Atlantic AVE,,PO Box 606,North Hampton,NH,3862,603-964-5500,603-964-7249,ROCKINGHAM
4107,North Harrison Fire Protection District,10032 Tenth ST,,PO Box 299,Eagleville,MO,64442,660-867-5506,,HARRISON
G3710,North Haven Fire Department,248 Main ST,,,North Haven,ME,4853,207-867-4634,,KNOX
6180,North Haven Fire Department,11 Broadway,,,North Haven,CT,06511-3411,203-239-5321,203-234-6783,NEW HAVEN
73008,North Haven Volunteer Fire Department,908 CR 115,,,New Albany,MS,38652,662-266-7077,,UNION
KG303,North Hays County Fire/Rescue Department - ESD #6,PO Box 1237,,PO Box 1237,Dripping Springs,TX,78620-1237,512-858-5451,,HAYS
46025,North Helena Volunteer Fire Protection District # 3,PO Box 639,,PO Box 639,Greensburg,LA,70441-0639,225-222-4735,,SAINT HELENA
65065,North Hempfield Volunteer Fire Company,1284 Business RTE 66,,,Greensburg,PA,15601-5076,724-832-6722,724-832-6394,WESTMORELAND
WB110,North Henderson Fire Department,506 Main ST,,,North Henderson,IL,61466,000-000-0000,,MERCER
7444,North Hero Volunteer Fire Department,PO Box 132,,PO Box 132,North Hero,VT,05474-0132,802-372-4755,802-372-5215,GRAND ISLE
12221,North Hidden Valley Fire Department,53511 W McDavid RD,,,Maricopa,AZ,85139,602-571-1059,,PINAL
40013,North Highlands Engine Company NO 1,504 Fishkill RD,,,Cold Spring,NY,10516-3713,845-265-9595,845-265-6517,PUTNAM
17D11,North Highline Fire District,1243 SW 112TH ST,,,Seattle,WA,98146-2150,206-243-0330,206-244-8418,KING
KS405,North Hood County Volunteer Fire Department,PO Box 203,,PO Box 203,Granbury,TX,76048-0203,817-579-1156,,HOOD
42023,North Hoosick Fire Department,PO Box 94,,PO Box 94,North Hoosick,NY,12133-0094,518-686-5322,518-686-9811,RENSSELAER
67045,North Hopewell-Winterstown Volunteer Fire Company,12246 Winterstown RD,,,Felton,PA,17322-8439,717-244-0138,717-246-6573,YORK
KT404,North Hopkins Volunteer Fire Department,72 FM 71E,,,Sulphur Springs,TX,75482,903-945-2211,903-945-2211,HOPKINS
51027,North Hornell Volunteer Fire Department,1 W Maplewood AVE,,,Hornell,NY,14843-1052,607-324-1033,607-661-4291,STEUBEN
9013,North Hudson Regional Fire & Rescue,6102 Tonnelle AVE,,PO Box ,North Bergen,NJ,07047-3113,201-601-3542,201-330-2699,HUDSON
16016,North Hudson Volunteer Fire Department,3034 US RT 9,,,North Hudson,NY,12855-2404,518-532-7093,518-532-0122,ESSEX
,North Huntingdon Volunteer Rescue Squad CO #8,11279 Center HWY,PO Box 453,PO Box ,North Huntingdon,PA,15642-0453,724-864-2540,724-764-6449,WESTMORELAND
8448,North Hyde Park /Eden Fire Department,PO Box 159,,PO Box 159,North Hyde Park,VT,05665-0159,802-635-7357,802-635-2607,LAMOILLE
65012,North Irwin Volunteer Fire Department,Second & Broadway AVE,,,North Irwin,PA,15642,724-863-9889,,WESTMORELAND
7809,North Jackson Fire Department,PO Box 121,,PO Box 121,Pendergrass,GA,30567-0121,706-693-2701,706-693-2701,JACKSON
61011,"North Java Fire Company, Inc.",4274 RT98,,PO Box 137,North Java,NY,14113,585-535-9950,,WYOMING
,North Johns Volunteer Fire and Rescue,PO Box 151,,PO Box 151,Adger,AL,35006-0151,205-428-7846,205-428-1587,JEFFERSON
2403,North Kansas City Fire Department,2010 Howell ST,,,North Kansas City,MO,64116-3526,816-274-6025,816-471-0115,CLAY
54017,North Keokuk County Fire Department,401 Broadway ST,,PO Box 147,South English,IA,52335,319-667-2071,319-667-2072,KEOKUK
2301,North Kingstown Fire Department,8150 Post RD,,PO Box ,North Kingstown,RI,2852,401-294-3346,401-294-4180,WASHINGTON
4017,North Kingsville Volunteer Fire Department,PO Box 318,,PO Box 318,North Kingsville,OH,44068-0318,440-224-0877,,ASHTABULA
18D10,North Kitsap Fire & Rescue,26642 NE Miller Bay RD,PO Box 41,,Kingston,WA,98346,360-297-3619,360-297-2653,KITSAP
BK409,North Lake Brownwood Volunteer Fire Department & Emergency Medical Service,3340 Windjammer DR,,,May,TX,76857-3806,325-642-8488,325-784-5160,BROWN
16051,North Lake Tahoe Fire Protection District,866 Oriole WAY,,,Incline Village,NV,89451-9439,775-831-0351,775-831-2072,WASHOE
B7000,North Lakes Fire & Rescue,158 Sweden ST,,,Caribou,ME,04736-2163,207-493-4328,207-493-4357,AROOSTOOK
3004,North Las Vegas Fire Department,4040 Losee RD,,,North Las Vegas,NV,89030-3306,702-633-1102,702-399-8730,CLARK
