NAME,ADDRESS,CITY,STATE,LATITUDE,LONGITUDE
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 WEST RANDOL MILL ROAD,ARLINGTON,TX,32.74889729,-97.11581999
BAYLOR EMERGENCY MEDICAL CENTER AT AUBREY,26791 HIGHWAY 380,AUBREY,TX,33.22065305,-96.91358852
ASCENSION SETON MEDICAL CENTER AUSTIN,1201 WEST 38TH STREET,AUSTIN,TX,30.30500185,-97.74560832
CARE REGIONAL MEDICAL CENTER,1711 WEST WHEELER AVENUE,ARANSAS PASS,TX,27.91500413,-97.16253788
ABILENE REGIONAL MEDICAL CENTER,6250 US HIGHWAY 83-84 AT ANTILLEY ROAD,ABILENE,TX,32.37506922,-99.74372755
CHRISTUS ST MICHAEL HOSPITAL - ATLANTA,1007 SOUTH WILLIAM STREET,ATLANTA,TX,33.10543268,-94.16312021
BAPTIST HOSPITALS OF SOUTHEAST TEXAS,3080 COLLEGE STREET,BEAUMONT,TX,30.0706087,-94.1200397
CENTRAL HOSPITAL OF BOWIE,705 EAST GREENWOOD AVENUE,BOWIE,TX,33.56222051,-97.83437949
STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,32.75395574,-98.88721085
DIMMIT COUNTY MEMORIAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,28.51923471,-99.86339756
CONSULATE HEALTH CARE OF PENSACOLA,235 W AIRPORT BLVD,PENSACOLA,FL,30.47144327,-87.25261722
NAVARRO REGIONAL HOSPITAL,3201 TEXAS 22,CORSICANA,TX,32.08363128,-96.50359892
COON MEMORIAL HOSPITAL AND HOME,1411 DENVER AVENUE,DALHART,TX,36.05126131,-102.5214838
SELECT SPECIALTY HOSPITAL - SOUTH DALLAS,800 KIRNWOOD DRIVE,DE SOTO,TX,32.64218101,-96.87508347
CHILDREN'S MEDICAL CENTER OF DALLAS,1935 MEDICAL DISTRICT STREET,DALLAS,TX,32.80918566,-96.83747396
PARKLAND MEMORIAL HOSPITAL,5201 HARRY HINES BOULEVARD,DALLAS,TX,32.81065535,-96.83809091
PINE CREEK MEDICAL CENTER,9032 HARRY HINES BOULEVARD,DALLAS,TX,32.84084287,-96.86830231
THE RENFREW CENTER OF FLORIDA,7700 RENFREW LANE,COCONUT CREEK,FL,26.32730827,-80.18880758
HIGH POINT TREATMENT CENTER,5960 SW 106TH AVE,COOPER CITY,FL,26.04613243,-80.28721696
UNIVERSITY PAVILION - PSYCHIATRIC HOSPITAL,7425 N UNIVERSITY DR,TAMARAC,FL,26.2131552,-80.2567745
LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,31.76983587,-106.4990755
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,6100 HARRIS PARKWAY,FORT WORTH,TX,32.65783561,-97.42107595
BAYLOR SCOTT & WHITE MEDICAL CENTER - CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,33.11427398,-96.77091466
GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,32.24198129,-97.7469003
HCA HOUSTON HEALTHCARE WEST,12141 RICHMOND AVENUE,HOUSTON,TX,29.72934166,-95.59448362
SHRINERS HOSPITALS FOR CHILDREN,6977 MAIN STREET,HOUSTON,TX,29.70431067,-95.40577145
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER ROAD,GONZALES,TX,29.78144747,-95.54675969
HCA HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMANN DRIVE,HOUSTON,TX,29.72255567,-95.3875319
TRIUMPH HOSPITAL CENTRAL HOUSTON,105 DREW STREET,HOUSTON,TX,29.74876688,-95.38223612
ST. LUKE'S HOSPITAL AT THE VINTAGE,20171 CHASEWOOD PARK DRIVE,HOUSTON,TX,29.98914519,-95.56761826
TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS EAST,HUMBLE,TX,30.00477713,-95.2524783
MEDICAL CITY LAS COLINAS,6800 NORTH MACARTHUR BOULEVARD,IRVING,TX,32.90173298,-96.95656507
UT HEALTH EAST TEXAS JACKSONVILLE,501 SOUTH RAGSDALE STREET,JACKSONVILLE,TX,31.9602855,-95.27039992
METHODIST HOSPITAL SOUTH,1905 HIGHWAY 97 EAST,JOURDANTON,TX,28.93298497,-98.5262851
MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,30.04794384,-95.25908591
MEDICAL ARTS HOSPITAL,2200 NORTH BRYAN AVENUE,LAMESA,TX,32.74920091,-101.9675424
GRACE MEDICAL CENTER,2412 50TH STREET,LUBBOCK,TX,33.54949016,-101.8695866
PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET,MEXIA,TX,31.6752886,-96.48093746
"VIBRA HOSPITAL OF SPRINGFIELD, LLC",701 N. WALNUT STREET,SPRINGFIELD,IL,39.80942153,-89.66457817
FAYETTE COUNTY HOSPITAL,650 W. TAYLOR STREET,VANDALIA,IL,38.96985126,-89.09862848
BAYLOR SCOTT & WHITE MEDICAL CENTER - PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,33.0132922,-96.79036603
REFUGIO COUNTY MEMORIAL HOSPITAL DISTRICT,107 SWIFT STREET,REFUGIO,TX,28.30679663,-97.27986117
STARR COUNTY MEMORIAL HOSPITAL,2573 HOSPITAL COURT,RIO GRANDE CITY,TX,26.37643211,-98.85835917
SOUTHCROSS HOSPITAL SAN ANTONIO,4243 EAST SOUTHCROSS BOULEVARD,SAN ANTONIO,TX,29.37538868,-98.41183963
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 SOUTHLAKE BOULEVARD,SOUTHLAKE,TX,32.93951348,-97.12813997
HOUSTON METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,29.58958616,-95.6301656
HCA HOUSTON HEALTHCARE MAINLAND MEDICAL CENTER,6801 EMMETT F. LOWRY EXPRESSWAY,TEXAS CITY,TX,29.39408738,-94.98604898
ST. LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,THE WOODLANDS,TX,30.20570177,-95.45813315
ST. LUKE'S LAKESIDE HOSPITAL,17400 ST LUKE'S WAY,THE WOODLANDS,TX,30.20329534,-95.45738652
WASHINGTON COUNTY HOSPITAL,705 SOUTH GRAND AVENUE,NASHVILLE,IL,38.3389425,-89.39127928
BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114 E,TROPHY CLUB,TX,32.98851186,-97.17489987
BAYLOR MEDICAL CENTER AT WAXAHACHIE,1405 WEST JEFFERSON STREET,WAXAHACHIE,TX,32.39634203,-96.86539388
OAKBEND MEDICAL CENTER WHARTON CAMPUS,10141 US 59 ROAD,WHARTON,TX,29.32856983,-96.11750464
TYLER COUNTY HOSPITAL,1100 WEST BLUFF STREET,WOODVILLE,TX,30.77603582,-94.42763632
ALTUS LUMBERTON LP,137 NORTH LHS DRIVE,LUMBERTON,TX,30.26188935,-94.22092691
MEDICAL CITY FRISCO,5500 FRISCO SQUARE BOULEVARD,FRISCO,TX,33.1510055,-96.83898502
HEREFORD REGIONAL MEDICAL CENTER,540 WEST 15TH STREET,HEREFORD,TX,34.83951878,-102.4139875
WESTSIDE SURGICAL HOSPTIAL,4200 TWELVE OAKS DRIVE,HOUSTON,TX,29.73086764,-95.44509711
METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVE,SAN ANTONIO,TX,29.44180343,-98.49098397
BAPTIST EMERGENCY HOSPITAL - OVERLOOK,26515 NORTH US HIGHWAY 281,SAN ANTONIO,TX,29.68086195,-98.45508857
BAPTIST EMERGENCY HOSPITAL - HAUSMAN,8230 NORTH 1604 WEST,SAN ANTONIO,TX,29.57078372,-98.64882103
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,28.98004701,-95.9916774
HCA HOUSTON HEALTHCARE PEARLAND MEDICAL CENTER,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,29.57779212,-95.39019753
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HWY,RICHARDSON,TX,32.99608156,-96.66649032
LITTLE RIVER HEALTHCARE - CAMERON HOSPITAL,806 NORTH CROCKETT AVENUE,CAMERON,TX,30.85727942,-96.97747417
FIRST TEXAS HOSPITAL,1401 E TRINITY MILLS RD,CARROLLTON,TX,32.98553017,-96.89841644
SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,CLEVELAND,OH,41.48997926,-81.59848282
KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,PORTSMOUTH,OH,38.74825796,-82.99262918
OAKBEND MEDICAL CENTER - WILLIAMS WAY,22003 SOUTHWEST FREEWAY,SUGAR LAND,TX,29.55515331,-95.71392609
CHI ST LUKES HEALTH - SPRINGWOODS VILLAGE,2255 E MOSSY OAKS RD,SPRING,TX,30.09060129,-95.44899396
LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,39.33152309,-84.29458631
MCCALLEN MEDICAL CENTER,301 WEST EXPRESSWAY 83,MCALLEN,TX,26.18699237,-98.22573011
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SHORELINE,600 ELIZABETH STREET,CORPUS CHRISTI,TX,27.77809368,-97.39474791
BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,CINCINNATI,OH,39.17317584,-84.42999521
SUMMIT BEHAVIORAL HEALTHCARE,1101 SUMMIT ROAD,CINCINNATI,OH,39.19537129,-84.47020688
BAYLOR EMERGENCY MEDICAL CENTER,5500 COLLEYVILLE BOULEVARD,COLLEYVILLE,TX,32.88879527,-97.1511153
SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,38.40478676,-78.85547297
VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,38.8702953,-78.51268401
ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,37.94879933,-95.39173385
CHEROKEE NATION W. W. HASTINGS HOSPITAL,100 SOUTH BLISS AVENUE,TAHLEQUAH,OK,35.91183147,-94.9505388
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH “B” STREET,ZUNI,NM,35.08720767,-108.7911268
CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),ONE CHOCTAW WAY,TALIHINA,OK,34.75548842,-95.08413084
99TH MEDICAL GROUP - MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,4700 LAS VEGAS BLVD N,NELLIS AFB,NV,36.24602701,-115.0492819
WILLIAM JENNINGS BRYAN DORN VA MEDICAL CENTER,6439 GARNERS FERRY RD,COLUMBIA,SC,33.97514193,-80.95889981
NAVOS,2600 SW HOLDEN STREET,SEATTLE,WA,47.53407121,-122.3661718
FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,1500 KOENIGSTEIN AVE,NORFOLK,NE,42.03435234,-97.43103267
SHERIDAN MEMORIAL HOSPITAL,1401 WEST 5TH STREET,SHERIDAN,WY,44.80837306,-106.976002
WESTERVILLE MEDICAL CAMPUS,300 POLARIS PKWY,WESTERVILLE,OH,40.14711991,-82.93771351
PINE VALLEY SPECIALTY HOSPITAL,6160 SOUTH LOOP EAST,HOUSTON,TX,29.69473891,-95.31759658
HOUSTON METHODIST CONTINUING CARE HOSPITAL,701 SOUTH FRY,KATY,TX,29.77679705,-95.71684416
KINDRED HOSPITAL BAY AREA,4801 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,29.63733556,-95.16043245
NEXUS SPECIALTY HOSPITAL-SHENANDOAH CAMPUS,123 VISION PARK DRIVE,SHENANDOAH,TX,30.18874977,-95.46018014
PROMISE HOSPITAL OF DALLAS,7955 HARRY HINES BOULEVARD,DALLAS,TX,32.83258117,-96.86203847
PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,865 DESHONG DRIVE,PARIS,TX,33.68773479,-95.54760763
OPTIM MEDICAL CENTER SCREVEN,215 MIMS ROAD,SYLVANIA,GA,32.7502504,-81.64701956
KINDRED HOSPITAL SPRING,205 HOLLOW TREE LANE,HOUSTON,TX,30.02528619,-95.43561118
KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,TOMBALL,TX,30.08793464,-95.61982896
CORNERSTONE SPECIALITY HOSPITAL AUSTIN - ROUND ROCK,4681 COLLEGE PARK DRIVE,ROUND ROCK,TX,30.56646678,-97.65766151
MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,MULESHOE,TX,34.2212693,-102.728677
LIFECARE HOSPITALS OF SAN ANTONIO,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,29.52660024,-98.5896663
KOHALA HOSPITAL,54-383 HOSPITAL RD,KAPAAU,HI,20.23251042,-155.7968292
AUSTIN STATE HOSPITAL,4110 GUADALUPE STREET,AUSTIN,TX,30.30911532,-97.73510746
MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,ARLINGTON,TX,32.75085193,-97.11322999
BAYVIEW BEHAVIORAL HOSPITAL,6629 WOOLDRIDGE,CORPUS CHRISTI,TX,27.68009299,-97.36048279
EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,31.77205182,-106.436115
RIVERSIDE GENERAL HOSPITAL,3204 ENNIS STREET,HOUSTON,TX,29.73091893,-95.36085286
HARRIS COUNTY PSYCHIATRIC CENTER,2800 SOUTH MACGREGOR WAY,HOUSTON,TX,29.71201681,-95.37442375
CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,30.0245794,-95.44534571
RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,RUSK,TX,31.80838759,-95.15774878
CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,SAN ANTONIO,TX,29.52010675,-98.57619951
TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,DALLAS,TX,32.79183535,-96.71651281
CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,33.04591729,-96.86860721
TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,2717 TIBBETS DRIVE,BEDFORD,TX,32.83458837,-97.12246905
WESTPARK SPRINGS,6902 S PEEK ROAD,RICHMOND,TX,29.69434022,-95.76104056
SOUTH TEXAS BEHAVIORAL HEALTH CENTER,2102 WEST TRENTON ROAD,EDINBURG,TX,26.26204925,-98.1903686
BAPTIST HOSPITALS OF SOUTHEAST TEXAS FANNIN BEHAVIORAL CENTER,3250 FANNIN,BEAUMONT,TX,30.07290488,-94.12295454
LANAI COMMUNITY HOSPITAL,628 7TH ST,LANAI CITY,HI,20.82614245,-156.9178958
LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,21.27325508,-157.8014934
REHABILITATION HOSPITAL OF THE PACIFIC,226 NO KUAKINI ST,HONOLULU,HI,21.32141338,-157.8544936
METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,32.64633778,-96.87102402
MESQUITE REHABILITATION HOSPITAL,1023 NORTH BELT LINE ROAD,MESQUITE,TX,32.7784212,-96.59849193
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PLANO,2800 WEST 15TH STREET,PLANO,TX,33.01842055,-96.74824313
ENCOMPASS HEALTH REHABILITATION HOSPITAL RICHARDSON,3351 WATERVIEW PARKWAY,RICHARDSON,TX,32.99798275,-96.75493758
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN ANTONIO,9119 CINNAMON HILL,SAN ANTONIO,TX,29.52726915,-98.58412986
ENCOMPASS HEALTH REHABILITATION HOSPITAL VISION PARK,117 VISION PARK BOULEVARD,SHENANDOAH,TX,30.18993839,-95.45850831
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUGERLAND,1325 HIGHWAY 6,SUGAR LAND,TX,29.60439957,-95.63326382
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARKANA,515 WEST 12TH STREET,TEXARKANA,TX,33.43007747,-94.04822781
WESLACO REHABILITATION HOSPITAL,906 SOUTH JAMES STREET,WESLACO,TX,26.1510039,-97.97707053
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,330 WEST BEN WHITE,AUSTIN,TX,30.22571366,-97.76632301
NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY,NEW BRAUNFELS,TX,29.73513973,-98.0951514
WARM SPRINGS REHABILITATION HOSPITAL OF WESTOVER HILLS,10323 STATE HWY 151,SAN ANTONIO,TX,29.45190785,-98.68457631
PAM REHABILITATION HOSPITAL OF CLEAR LAKE,110 EAST MEDICAL CENTER BOULEVARD,WEBSTER,TX,29.54327694,-95.12004858
LAREDO REHABILITATION HOSPITAL,2005 A BUSTAMENTE STREET,LAREDO,TX,27.5338972,-99.47366602
FIRST STREET HOSPITAL,4801 BISSONET,BELLAIRE,TX,29.7099774,-95.4626713
USMD HOSPITAL AT FORT WORTH,5900 DIRKS ROAD,FORT WORTH,TX,32.64653072,-97.41869014
TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,30.0188957,-95.44394499
BAYLOR SCOTT AND WHITE TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,32.32915158,-95.29852291
WOMEN'S HOSPITAL AT RENAISSANCE,5502 SOUTH MCCOLL,EDINBURG,TX,26.25267437,-98.20309755
GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,32.84324894,-87.89048348
NORTH ALABAMA REGIONAL HOSPITAL,4218 HWY 31 S,DECATUR,AL,34.5216167,-86.96702901
BAPTIST MEDICAL CENTER - PRINCETON,"701 PRINCETON AVENUE, S.W.",BIRMINGHAM,AL,33.49800653,-86.84718778
GEORGIANA MEDICAL CENTER,515 MIRANDA STREET,GEORGIANA,AL,31.63632159,-86.74307505
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 EIGHTH AVENUE WEST,CRESCO,IA,43.38137658,-92.1179944
BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,43.19323972,-112.3468313
NORTHERN IDAHO ADVANCED CARE HOSPITAL,600 N. CECIL ROAD,POST FALLS,ID,47.71345693,-116.9038657
REHABILITATION HOSPITAL OF THE NORTHWEST,3372 E JENALAN AVE,POST FALLS,ID,47.71294297,-116.9020097
SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,41.89062151,-87.70787847
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT ELIZABETH HOSPITAL,1431 N. CLAREMONT AVENUE,CHICAGO,IL,41.90758558,-87.6863101
PIPELINE WESS MEMORIAL HOSPITAL DBA LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,41.96646835,-87.64962681
GRANITE CITY ILLINOIS HOSPITAL COMPANY GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,38.70066032,-90.14367497
ST JOSEPH'S HOSPITAL,1515 MAIN STREET,HIGHLAND,IL,38.74120324,-89.67204471
OSF SAINT LUKE MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,41.22083682,-89.94699282
FALLBROOK HOSPITAL DISTRICT,624 EAST ELDER STREET,FALLBROOK,CA,33.38081195,-117.2445588
AURORA VISTA DEL MAR HOSPITAL,801 SENECA STREET,VENTURA,CA,34.30776435,-119.2836635
LOS ROBLES HOSPITAL & MEDICAL CENTER,215 WEST JANSS ROAD,THOUSAND OAKS,CA,34.20797051,-118.8828949
NORTH BAY VACAVALLEY HOSPITAL,1000 NUT TREE ROAD,VACAVILLE,CA,38.35579706,-121.951749
QUEEN OF THE VALLEY HOSPITAL - NAPA,1000 TRANCAS STREET,NAPA,CA,38.32450327,-122.2970568
ALAMEDA HOSPITAL,2070 CLINTON,ALAMEDA,CA,37.76279436,-122.2542136
WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,FREMONT,CA,37.55728288,-121.9798084
CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,33.95044443,-118.348236
COLLEGE HOSPITAL,10802 COLLEGE PLACE,CERRITOS,CA,33.88433527,-118.1029467
PEAK VIEW BEHAVIORAL HEALTH,2102 UNIVERSITY PARK BLVD,COLORADO SPRINGS,CO,38.91071383,-104.7897384
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,CO,39.24499904,-106.303453
WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,EADS,CO,38.48031973,-102.7848674
GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,CA,34.04803528,-118.0432949
LAC+USC MEDICAL CENTER,1200 NORTH STATE STREET,LOS ANGELES,CA,34.05956159,-118.2083566
RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,34.06655438,-118.4466251
DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,33.83866785,-116.5434536
RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,33.97655423,-117.3809889
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,33.91191123,-117.1958298
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,33.55877691,-117.1840678
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 INLAND VALLEY,WILDOMAR,CA,33.59168162,-117.2376011
SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,CA,37.53114656,-122.2994948
SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE STREET,REDDING,CA,40.58563182,-122.3878683
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,37.36206187,-118.4062398
MARIN GENERAL HOSPITAL,250 BON AIR ROAD,GREENBRAE,CA,37.94725336,-122.5358589
MARIE GREEN PSYCHIATRIC CENTER - P H F,300 EAST 15TH STREET,MERCED,CA,37.29378408,-120.4734747
COMMUNITY BEHAVIORAL HEALTH CENTER,7171 NORTH CEDAR AVENUE,FRESNO,CA,36.84040123,-119.7576623
KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,35.38249885,-118.9697737
KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVENUE,LAKE ISABELLA,CA,35.6350283,-118.4069917
ADVANTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,35.38339964,-119.0205238
MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,CA,40.89605659,-124.0911892
SEMPERVIRENS P.H.F.,720 WOOD STREET,EUREKA,CA,40.78071655,-124.1606002
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,32.78043468,-115.5687283
PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,CA,32.95909297,-115.5537987
NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,36.69851657,-121.6305903
COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,33.65185454,-117.9118521
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,11250 WARNER AVENUE,FOUNTAIN VALLEY,CA,33.71466444,-117.9345479
NEWPORT BAY HOSPITAL,1501 EAST 16TH STREET,NEWPORT BEACH,CA,33.62228516,-117.9075358
ANAHEIM GLOBAL MEDICAL CENTER,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,CA,33.81973326,-117.9093552
DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,37.6651476,-120.9970207
NORTH VALLEY BEHAVIORAL HEALTH,1535 PLUMAS COURT,YUBA CITY,CA,39.15360363,-121.6175496
SIERRA VIEW DISTRICT HOSPITAL,465 WEST PUTNAM AVENUE,PORTERVILLE,CA,36.06853717,-119.0273604
GRADY GENERAL HOSPITAL,1155 FIFTH STREET SE,CAIRO,GA,30.8637239,-84.19908623
PEACH REGIONAL MEDICAL CENTER,601 NORTH CAMELLIA BLVD,FORT VALLEY,GA,32.56664161,-83.87819738
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA HIGHWAY,SANDERSVILLE,GA,32.99585948,-82.80411552
WELLSTAR ATLANTA MEDICAL CENTER,303 PARKWAY DRIVE NE,ATLANTA,GA,33.76295,-84.37339
HIGHLANDS BEHAVIORAL HEALTH SYSTEM,8565 S POPLAR WAY,LITTLETON,CO,39.5627578,-104.9076731
SPALDING REHABILITATION HOSPITAL,900 POTOMAC STREET,AURORA,CO,39.73102996,-104.8274728
VIBRA LONG TERM ACUTE CARE HOSPITAL,8451 PEARL ST,THORNTON,CO,39.85016211,-104.9799113
EFFINGHAM HOSPITAL,459 HIGHWAY 119 SOUTH,SPRINGFIELD,GA,32.36383517,-81.32091296
ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,34.11339324,-82.8749545
EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,32.59249776,-82.34780425
REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,34.27679339,-85.19492929
RIVER VISTA HEALTH AND WELLNESS LLC,1599 ALUM CREEK DRIVE,COLUMBUS,OH,39.93556583,-82.94323078
MORGAN MEMORIAL HOSPITAL,1077 SOUTH MAIN STREET,MADISON,GA,33.58493524,-83.48056681
WEST CENTRAL GEORGIA REGIONAL HOSPITAL,3000 SCHATULGA ROAD,COLUMBUS,GA,32.49019081,-84.8685576
UNIVERSITY HEALTH CARE SYSTEM,1350 WALTON WAY,AUGUSTA,GA,33.47068485,-81.98251057
LAKE BRIDGE BEHAVIORAL HEALTH SYSTEM,3500 RIVERSIDE DRIVE,MACON,GA,32.89557107,-83.68259834
FLINT RIVER COMMUNITY HOSPITAL,509 SUMTER STREET,MONTEZUMA,GA,32.29498489,-84.03075419
GREENLEAF CENTER,2209 PINEVIEW DRIVE,VALDOSTA,GA,30.86015739,-83.25913322
"PENDER MEMORIAL HOSPITAL, INC.",507 E FREMONT STREET,BURGAW,NC,34.55066755,-77.91987507
WOODLANDS PSYCHIATRIC HEALTH FACILITY,21640 POCKET RANCH ROAD,GEYSERVILLE,CA,38.75080364,-122.9140238
BHC STREAMWOOD HOSPITAL BEHAVIORAL HEALTH CENTER,1400 E. IRVING PARK ROAD,STREAMWOOD,IL,42.00930884,-88.15101744
WAUKEGAN ILLINOIS HOSPITAL CO LLC DBA VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,42.37835919,-87.83236648
9TH MEDICAL GROUP,15301 WARREN SHINGLE ROAD,BEALE AFB,CA,39.11515208,-121.3415883
PREVOST MEMORIAL HOSPITAL,301 MEMORIAL DR,DONALDSONVILLE,LA,30.08873891,-91.00272191
TECHE REGIONAL MEDICAL CENTER,1125 MARGUERITE ST,MORGAN CITY,LA,29.70862994,-91.20087854
LEONARD J. CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,29.56985347,-90.68848926
